city,locality,area_sqft,bhk,bathrooms,age_years,floor,total_floors,parking,gym,pool,furnishing,price
Bangalore,Whitefield,1303,5,6,18,15,18,1,1,0,Unfurnished,7972782
Delhi NCR,Noida Sector 62,3207,4,4,3,25,33,1,1,1,Fully Furnished,25772375
Chennai,Adyar,2866,3,4,17,23,24,1,1,0,Unfurnished,17224241
Hyderabad,Gachibowli,579,3,2,12,5,10,1,1,0,Semi-Furnished,3592094
Pune,Hinjewadi,3762,2,2,21,7,12,1,1,1,Semi-Furnished,22619539
Chennai,Velachery,1976,3,2,6,0,6,1,0,1,Fully Furnished,11205761
Pune,Kothrud,3915,3,4,2,13,20,0,0,0,Fully Furnished,24048991
Chennai,OMR,3601,3,3,13,3,6,1,1,0,Semi-Furnished,22518862
Hyderabad,Jubilee Hills,2961,3,4,8,9,14,1,0,0,Semi-Furnished,15300621
Bangalore,Whitefield,2540,2,1,2,26,34,0,0,1,Unfurnished,13041649
Hyderabad,Gachibowli,867,2,2,6,15,21,0,0,0,Unfurnished,5434848
Bangalore,HSR Layout,1506,3,4,14,3,5,0,0,0,Semi-Furnished,7285155
Bangalore,HSR Layout,1492,2,1,3,1,8,1,1,1,Unfurnished,8775049
Pune,Wakad,1095,2,1,4,1,4,1,0,1,Unfurnished,7663510
Delhi NCR,Noida Sector 62,2396,1,2,8,12,21,0,1,0,Unfurnished,17401744
Hyderabad,Jubilee Hills,3565,2,2,2,10,14,1,0,1,Unfurnished,19929851
Chennai,OMR,3248,4,5,15,9,13,1,1,1,Semi-Furnished,18020885
Hyderabad,Jubilee Hills,1544,3,3,15,24,28,1,1,0,Unfurnished,9317043
Pune,Wakad,3096,1,1,18,5,13,0,1,1,Fully Furnished,20276642
Bangalore,Hebbal,2793,3,2,24,6,7,1,1,0,Unfurnished,13918128
Pune,Viman Nagar,2830,2,1,8,26,29,1,0,0,Unfurnished,17207562
Mumbai,Bandra,3161,3,4,19,26,34,0,1,0,Semi-Furnished,30928738
Mumbai,Thane,3478,2,3,0,14,21,1,0,1,Semi-Furnished,32233138
Chennai,Adyar,3353,4,5,16,19,25,0,1,0,Semi-Furnished,20902221
Pune,Baner,2779,1,1,11,18,25,1,1,0,Unfurnished,19658817
Chennai,Adyar,2863,3,3,8,2,3,1,0,1,Semi-Furnished,16402996
Chennai,OMR,3385,4,5,21,20,28,1,1,1,Fully Furnished,20760126
Mumbai,Kurla,2323,5,6,4,26,30,1,1,0,Semi-Furnished,24101823
Chennai,OMR,3907,2,3,14,13,14,1,0,1,Semi-Furnished,23581779
Mumbai,Andheri,2511,3,2,12,21,25,1,1,0,Semi-Furnished,24887605
Bangalore,HSR Layout,2499,1,1,18,29,31,0,0,0,Semi-Furnished,13285355
Pune,Hinjewadi,910,3,3,2,1,6,1,0,0,Semi-Furnished,6575511
Chennai,T Nagar,2792,2,2,1,22,23,1,1,0,Fully Furnished,17227502
Mumbai,Bandra,886,4,5,12,15,16,0,0,1,Fully Furnished,9445394
Hyderabad,Jubilee Hills,3236,2,3,6,22,27,0,0,0,Semi-Furnished,17749341
Chennai,Velachery,2248,3,3,8,16,18,1,1,0,Unfurnished,13004916
Delhi NCR,Gurugram,2905,3,2,21,14,23,0,1,1,Fully Furnished,23472958
Bangalore,HSR Layout,1521,5,5,9,29,36,1,1,1,Semi-Furnished,9462178
Bangalore,Koramangala,3161,3,4,0,28,32,1,1,0,Semi-Furnished,16538973
Hyderabad,Kondapur,3345,2,2,21,12,19,1,1,1,Semi-Furnished,18064410
Mumbai,Thane,2569,2,2,15,28,36,1,1,0,Semi-Furnished,24521074
Chennai,Velachery,518,2,2,10,28,36,1,1,0,Fully Furnished,3949590
Mumbai,Andheri,3858,3,2,23,11,19,0,1,0,Fully Furnished,34882609
Bangalore,Koramangala,775,3,4,7,6,11,1,0,0,Fully Furnished,5113069
Mumbai,Kurla,1158,3,4,12,28,35,1,0,1,Semi-Furnished,12469054
Bangalore,Hebbal,3445,1,1,15,19,26,1,1,1,Unfurnished,15680423
Mumbai,Bandra,1051,3,4,2,19,21,0,1,1,Semi-Furnished,11737355
Hyderabad,Kondapur,1178,3,2,12,2,5,0,0,0,Fully Furnished,7147428
Pune,Kothrud,1102,5,5,16,8,10,0,1,0,Semi-Furnished,7932545
Hyderabad,HITEC City,3643,3,2,20,2,5,1,0,1,Fully Furnished,20711558
Hyderabad,Jubilee Hills,864,2,2,5,15,24,1,0,0,Unfurnished,5887453
Pune,Wakad,2473,2,2,9,19,26,1,0,0,Semi-Furnished,17484991
Pune,Kothrud,1294,2,2,8,2,6,0,1,0,Unfurnished,8077676
Chennai,T Nagar,1858,3,2,17,7,15,1,0,0,Fully Furnished,10736750
Chennai,T Nagar,3199,3,4,16,7,14,1,1,0,Semi-Furnished,18208273
Hyderabad,Kondapur,2274,2,3,6,25,31,1,1,0,Fully Furnished,12035587
Hyderabad,Kondapur,1089,2,3,1,23,27,1,0,0,Semi-Furnished,7239112
Bangalore,Hebbal,698,1,2,10,14,19,1,1,0,Semi-Furnished,3593520
Bangalore,Hebbal,2564,4,3,17,4,12,0,0,0,Unfurnished,12592568
Chennai,T Nagar,717,2,3,2,12,15,1,1,0,Semi-Furnished,5474759
Delhi NCR,Gurugram,1240,2,3,13,14,17,0,1,0,Semi-Furnished,9660890
Delhi NCR,Greater Noida,1149,2,2,19,6,11,1,1,0,Semi-Furnished,9085538
Chennai,Adyar,2694,2,1,12,11,20,1,0,1,Fully Furnished,14799977
Bangalore,Koramangala,3781,3,3,22,2,7,1,1,0,Unfurnished,18073889
Bangalore,Indiranagar,1169,4,5,16,7,8,0,1,1,Unfurnished,6945927
Delhi NCR,Gurugram,1937,2,2,21,9,14,1,1,1,Semi-Furnished,15104856
Mumbai,Powai,1164,3,4,10,1,10,0,1,1,Semi-Furnished,11804322
Mumbai,Powai,1355,2,2,6,7,14,1,1,1,Unfurnished,12689880
Bangalore,Koramangala,2877,5,4,2,21,30,1,0,1,Semi-Furnished,16795713
Mumbai,Bandra,1394,2,2,2,17,22,0,1,1,Semi-Furnished,13360639
Pune,Viman Nagar,2393,1,1,1,11,14,1,1,1,Semi-Furnished,15059256
Chennai,OMR,3923,3,3,20,21,23,1,0,0,Unfurnished,23556492
Chennai,T Nagar,1686,2,2,15,26,35,1,1,1,Semi-Furnished,10302972
Bangalore,Indiranagar,2342,1,2,22,25,30,1,0,1,Unfurnished,10988052
Hyderabad,Jubilee Hills,2648,3,3,10,17,18,1,1,0,Unfurnished,15755427
Delhi NCR,Greater Noida,826,3,2,13,18,20,1,1,1,Unfurnished,6709076
Bangalore,Indiranagar,2874,3,3,2,26,28,1,0,1,Semi-Furnished,15647985
Mumbai,Thane,3726,3,2,6,4,8,1,0,0,Unfurnished,35351887
Delhi NCR,Faridabad,2557,3,3,7,15,21,0,1,0,Fully Furnished,21316207
Hyderabad,Kondapur,2900,3,4,12,16,24,0,1,0,Semi-Furnished,15294550
Mumbai,Bandra,682,3,2,18,8,11,0,1,1,Semi-Furnished,7691288
Pune,Kothrud,954,3,2,10,9,15,0,1,0,Semi-Furnished,6995427
Mumbai,Powai,2169,2,2,0,18,22,1,0,1,Semi-Furnished,20791558
Pune,Wakad,505,2,3,18,28,36,0,0,0,Semi-Furnished,3428769
Delhi NCR,Dwarka,3904,2,3,12,11,20,1,1,0,Fully Furnished,28216245
Pune,Wakad,1856,2,1,21,0,9,1,1,1,Unfurnished,12237420
Delhi NCR,Gurugram,3829,3,3,16,21,27,1,1,0,Unfurnished,28981920
Delhi NCR,Greater Noida,710,2,3,8,16,18,1,1,1,Semi-Furnished,6828443
Delhi NCR,Faridabad,550,2,3,18,2,4,1,0,1,Fully Furnished,4886129
Delhi NCR,Noida Sector 62,1968,2,3,18,6,15,1,1,0,Semi-Furnished,15872909
Delhi NCR,Noida Sector 62,1509,2,2,22,19,24,0,0,1,Unfurnished,11007278
Mumbai,Bandra,876,3,3,22,8,15,0,1,0,Fully Furnished,9160741
Delhi NCR,Gurugram,3187,3,2,5,22,28,1,0,0,Fully Furnished,23482267
Mumbai,Bandra,3317,3,3,6,4,13,0,1,0,Unfurnished,29805377
Delhi NCR,Greater Noida,1574,2,3,4,8,13,1,1,1,Unfurnished,11836406
Pune,Viman Nagar,653,4,3,7,18,26,1,1,1,Semi-Furnished,5946778
Delhi NCR,Faridabad,1081,5,5,13,10,14,1,0,0,Unfurnished,8638627
Hyderabad,Jubilee Hills,1287,3,4,17,13,20,0,0,0,Semi-Furnished,7485929
Delhi NCR,Greater Noida,1290,4,5,20,13,22,1,0,1,Unfurnished,10931720
Delhi NCR,Dwarka,3881,3,2,24,7,9,0,1,0,Semi-Furnished,28869262
Pune,Kothrud,3970,4,3,19,23,32,1,0,0,Unfurnished,25916338
Chennai,Velachery,2681,4,4,23,19,27,1,0,1,Semi-Furnished,15318084
Pune,Wakad,2767,5,5,2,0,1,1,1,0,Fully Furnished,18389995
Hyderabad,Gachibowli,662,3,2,21,3,10,1,0,0,Semi-Furnished,4076695
Chennai,Velachery,1470,3,2,7,15,20,1,1,1,Fully Furnished,9196663
Bangalore,HSR Layout,1147,3,4,13,24,29,0,0,0,Semi-Furnished,6524276
Bangalore,HSR Layout,3116,2,2,24,25,32,1,1,1,Semi-Furnished,15994232
Hyderabad,Gachibowli,2025,2,3,13,0,4,1,1,0,Semi-Furnished,10742095
Pune,Kothrud,1445,4,3,6,18,19,1,1,0,Unfurnished,9704126
Mumbai,Thane,1188,1,1,5,23,29,1,1,1,Semi-Furnished,12307647
Hyderabad,Gachibowli,2662,3,2,5,2,3,0,1,0,Unfurnished,14782697
Chennai,Velachery,2022,2,2,11,1,2,1,0,1,Unfurnished,10897104
Chennai,T Nagar,1995,2,1,21,16,24,0,0,1,Semi-Furnished,11288401
Delhi NCR,Dwarka,2547,4,3,14,24,28,1,0,1,Semi-Furnished,20971810
Bangalore,Indiranagar,1672,4,4,24,10,15,1,0,1,Semi-Furnished,9048408
Chennai,Adyar,3812,3,2,18,25,26,0,1,1,Semi-Furnished,20171490
Hyderabad,HITEC City,622,2,2,3,2,9,1,1,0,Semi-Furnished,4010357
Chennai,T Nagar,1303,3,2,2,6,8,1,1,0,Semi-Furnished,8891960
Hyderabad,Jubilee Hills,3386,2,2,12,9,15,1,1,1,Semi-Furnished,17281555
Mumbai,Powai,1592,2,2,24,2,11,1,1,1,Fully Furnished,15586088
Delhi NCR,Faridabad,3373,2,2,15,28,30,0,0,0,Semi-Furnished,26129955
Bangalore,Koramangala,562,3,3,12,7,13,1,1,0,Semi-Furnished,3834397
Chennai,Velachery,1232,2,3,20,24,29,1,1,1,Semi-Furnished,7978035
Hyderabad,Gachibowli,3587,3,3,9,27,29,1,1,1,Semi-Furnished,19219145
Pune,Viman Nagar,3961,2,2,12,23,32,1,1,0,Unfurnished,25341739
Bangalore,HSR Layout,3137,2,2,7,4,6,1,0,0,Unfurnished,16456776
Mumbai,Powai,2157,1,1,11,26,27,1,0,0,Unfurnished,19553784
Hyderabad,Gachibowli,1447,5,4,7,9,18,1,0,0,Semi-Furnished,9637818
Delhi NCR,Greater Noida,3829,3,2,8,11,20,0,1,0,Unfurnished,28971139
Delhi NCR,Noida Sector 62,2764,1,1,9,17,26,0,0,0,Fully Furnished,20662966
Mumbai,Powai,978,3,3,6,5,13,0,0,0,Semi-Furnished,9687231
Mumbai,Andheri,1637,4,5,2,7,11,1,1,0,Semi-Furnished,16478993
Delhi NCR,Greater Noida,2496,3,3,4,17,26,1,0,1,Fully Furnished,21010135
Chennai,Anna Nagar,1903,3,3,2,5,7,1,0,1,Semi-Furnished,12135940
Chennai,T Nagar,1476,2,2,17,22,23,1,1,0,Unfurnished,9262028
Hyderabad,Kondapur,736,3,2,18,29,36,1,1,0,Fully Furnished,4614431
Pune,Kothrud,3023,3,3,9,8,14,0,0,1,Fully Furnished,18851339
Hyderabad,Madhapur,2454,3,3,8,15,18,1,1,0,Unfurnished,12847614
Pune,Viman Nagar,1097,4,5,24,10,12,1,0,0,Semi-Furnished,7549535
Mumbai,Bandra,2202,2,1,23,24,32,0,0,0,Unfurnished,21305709
Bangalore,HSR Layout,2676,2,3,6,29,33,0,1,0,Unfurnished,12617227
Hyderabad,HITEC City,3057,4,4,0,1,7,0,1,1,Semi-Furnished,17970530
Hyderabad,HITEC City,664,3,4,24,16,20,0,1,0,Unfurnished,3675926
Pune,Wakad,2824,1,1,9,12,21,1,0,1,Fully Furnished,18704901
Mumbai,Thane,2804,2,2,1,6,11,1,1,1,Semi-Furnished,25836641
Mumbai,Bandra,3703,4,3,5,21,27,1,0,0,Fully Furnished,34120789
Pune,Kothrud,3539,1,2,20,9,18,1,1,1,Unfurnished,23303580
Mumbai,Andheri,1069,1,1,5,25,31,1,0,1,Fully Furnished,11385753
Delhi NCR,Dwarka,3828,2,3,23,12,14,1,1,1,Unfurnished,29820854
Chennai,Velachery,640,4,3,7,9,10,1,0,0,Semi-Furnished,5060583
Delhi NCR,Greater Noida,1185,4,4,17,27,36,0,1,0,Semi-Furnished,9619345
Bangalore,Indiranagar,1186,3,2,6,3,5,0,0,0,Unfurnished,5934443
Hyderabad,Kondapur,3780,3,4,17,26,28,1,0,0,Fully Furnished,20368174
Bangalore,Indiranagar,3263,2,3,0,10,14,0,1,1,Semi-Furnished,17668277
Hyderabad,Kondapur,3570,2,3,23,8,11,1,1,1,Semi-Furnished,19476800
Chennai,Anna Nagar,2538,4,4,24,15,22,1,1,1,Semi-Furnished,15885086
Mumbai,Kurla,1574,2,2,13,16,23,1,0,1,Unfurnished,14519707
Delhi NCR,Faridabad,2026,3,3,22,22,25,1,0,0,Fully Furnished,15509130
Pune,Kothrud,1782,3,2,19,4,7,1,1,1,Semi-Furnished,11201674
Delhi NCR,Greater Noida,2725,2,3,6,4,13,1,0,1,Unfurnished,22058872
Chennai,Adyar,1421,3,4,19,5,12,0,1,0,Unfurnished,8686408
Bangalore,HSR Layout,3090,3,4,6,1,4,1,1,1,Unfurnished,14310398
Pune,Baner,3927,3,2,3,26,29,0,1,0,Semi-Furnished,25019889
Mumbai,Andheri,1841,2,2,24,13,16,1,1,0,Unfurnished,17817681
Chennai,T Nagar,2189,2,1,4,10,19,1,1,0,Semi-Furnished,12070440
Pune,Viman Nagar,3510,3,4,22,18,26,0,1,0,Fully Furnished,22673814
Chennai,T Nagar,863,5,6,23,10,17,1,1,1,Fully Furnished,6687335
Chennai,Velachery,1578,2,1,20,24,32,0,1,0,Semi-Furnished,8861218
Mumbai,Bandra,3727,5,5,0,19,20,1,1,0,Unfurnished,38150302
Hyderabad,HITEC City,1567,3,3,19,5,14,1,1,1,Semi-Furnished,9321049
Pune,Wakad,3140,4,5,2,12,17,1,1,1,Semi-Furnished,21103095
Mumbai,Andheri,2530,1,1,12,28,33,1,1,1,Fully Furnished,23546686
Chennai,OMR,3089,2,2,6,18,23,1,1,1,Semi-Furnished,18064276
Mumbai,Kurla,2869,1,1,5,2,11,1,0,0,Semi-Furnished,26304706
Hyderabad,Jubilee Hills,3195,2,3,5,24,29,0,1,1,Unfurnished,17138358
Delhi NCR,Dwarka,2561,5,6,1,15,17,1,1,1,Semi-Furnished,19933694
Pune,Viman Nagar,1880,2,3,15,8,14,0,0,0,Semi-Furnished,13106656
Hyderabad,HITEC City,2006,3,4,5,28,35,1,1,0,Semi-Furnished,11592488
Bangalore,HSR Layout,1117,1,1,7,2,9,1,0,1,Fully Furnished,6161792
Pune,Viman Nagar,858,3,4,20,18,25,1,0,0,Fully Furnished,6087539
Hyderabad,Kondapur,1841,2,2,24,14,16,0,1,1,Fully Furnished,9246849
Chennai,T Nagar,3646,2,2,10,21,27,1,1,0,Fully Furnished,20919837
Pune,Kothrud,2482,2,1,17,12,21,0,0,1,Semi-Furnished,17045383
Pune,Kothrud,2114,3,4,22,16,17,1,0,1,Semi-Furnished,13669240
Mumbai,Kurla,693,2,2,5,29,32,1,0,1,Semi-Furnished,7815430
Chennai,Adyar,862,2,1,13,20,26,1,0,1,Unfurnished,5552610
Bangalore,Koramangala,1619,1,1,14,24,31,1,1,0,Fully Furnished,8775645
Delhi NCR,Faridabad,1563,5,6,10,24,26,1,0,0,Unfurnished,13568832
Hyderabad,Madhapur,3315,3,4,14,7,15,1,1,0,Unfurnished,16990608
Mumbai,Thane,2944,3,2,12,21,27,0,0,0,Unfurnished,28298020
Hyderabad,Jubilee Hills,606,3,3,5,13,22,1,1,0,Unfurnished,4073549
Bangalore,Indiranagar,3588,2,3,3,8,17,1,1,0,Unfurnished,16698541
Bangalore,Indiranagar,1026,3,2,13,2,11,0,1,1,Semi-Furnished,5654920
Pune,Wakad,2452,2,1,12,28,37,0,1,0,Fully Furnished,16832589
Bangalore,Koramangala,3558,2,2,9,8,10,0,1,1,Fully Furnished,19445127
Hyderabad,Jubilee Hills,1283,3,3,24,23,30,0,1,0,Semi-Furnished,7688646
Chennai,Anna Nagar,3072,3,2,21,11,16,0,0,0,Fully Furnished,17654332
Chennai,OMR,2282,2,2,11,14,23,0,0,1,Semi-Furnished,12096900
Pune,Wakad,2249,1,2,23,16,17,0,1,1,Fully Furnished,14049584
Delhi NCR,Gurugram,1566,3,2,7,8,15,1,1,0,Semi-Furnished,12202325
Hyderabad,Kondapur,3173,3,3,19,23,28,1,0,0,Unfurnished,17000012
Hyderabad,Madhapur,2365,1,1,4,7,16,1,1,0,Semi-Furnished,12186386
Bangalore,Whitefield,2897,2,2,1,5,12,0,1,1,Fully Furnished,14981973
Hyderabad,Kondapur,3601,4,4,19,8,12,1,1,0,Unfurnished,21241104
Mumbai,Thane,1964,3,2,11,14,22,1,1,0,Semi-Furnished,18530039
Delhi NCR,Faridabad,1505,5,5,5,23,32,1,1,0,Semi-Furnished,13827581
Bangalore,Whitefield,3089,2,3,14,17,26,1,0,0,Semi-Furnished,16680301
Mumbai,Powai,2134,3,4,17,21,25,1,0,0,Fully Furnished,21111933
Pune,Baner,3509,2,1,17,27,33,1,0,0,Semi-Furnished,21328684
Chennai,Anna Nagar,593,3,2,9,10,14,0,1,0,Semi-Furnished,4330132
Pune,Hinjewadi,3866,2,3,6,23,24,1,1,0,Unfurnished,25217144
Chennai,Anna Nagar,2543,2,3,9,13,19,0,1,1,Fully Furnished,16242832
Pune,Wakad,3446,1,1,4,12,20,1,1,0,Semi-Furnished,21180708
Hyderabad,Gachibowli,588,3,4,15,12,18,0,0,0,Semi-Furnished,3743367
Mumbai,Thane,2453,3,4,18,21,24,1,0,1,Semi-Furnished,24329843
Chennai,Anna Nagar,3050,3,2,2,12,20,0,0,0,Unfurnished,16772529
Bangalore,Koramangala,3314,4,3,6,29,38,1,1,0,Semi-Furnished,17903581
Mumbai,Thane,2541,3,3,18,26,27,0,1,1,Semi-Furnished,24476858
Bangalore,Koramangala,2761,3,3,11,24,30,1,0,0,Unfurnished,15520901
Mumbai,Kurla,1945,5,6,9,15,23,0,0,1,Unfurnished,19515570
Mumbai,Bandra,1025,3,2,4,11,13,1,0,1,Fully Furnished,10845012
Pune,Baner,2739,2,2,1,20,24,1,1,0,Semi-Furnished,19075545
Chennai,OMR,2330,5,6,2,23,24,1,0,0,Semi-Furnished,14100776
Chennai,Anna Nagar,3241,1,2,13,25,29,1,1,0,Semi-Furnished,18853918
Mumbai,Powai,3189,3,4,14,17,19,1,0,1,Fully Furnished,31603134
Hyderabad,Madhapur,3795,2,3,19,11,14,0,1,0,Unfurnished,20673544
Hyderabad,Jubilee Hills,1054,3,2,12,4,8,0,1,1,Semi-Furnished,6011402
Bangalore,Whitefield,2934,3,4,16,16,19,1,0,1,Semi-Furnished,13882109
Bangalore,Whitefield,1180,2,2,19,20,26,1,0,0,Fully Furnished,5979767
Pune,Viman Nagar,3323,3,2,3,22,29,1,0,0,Semi-Furnished,23137760
Mumbai,Powai,1997,3,4,18,0,7,1,0,0,Unfurnished,18482405
Bangalore,Indiranagar,2131,2,2,14,12,13,0,1,0,Unfurnished,9640775
Bangalore,Whitefield,702,2,2,14,9,14,0,0,0,Unfurnished,3700425
Delhi NCR,Gurugram,3557,2,1,8,2,5,1,1,0,Fully Furnished,26188087
Mumbai,Bandra,946,4,3,2,5,6,1,1,1,Semi-Furnished,10495777
Pune,Hinjewadi,3447,3,2,1,15,16,1,0,0,Unfurnished,21902878
Bangalore,Indiranagar,3639,4,4,6,27,29,0,1,1,Unfurnished,19467329
Pune,Viman Nagar,1615,2,2,8,0,8,1,1,0,Fully Furnished,10991921
Chennai,OMR,1277,1,2,21,18,22,1,0,0,Fully Furnished,7547642
Pune,Kothrud,2725,2,1,4,7,10,1,0,0,Semi-Furnished,17095186
Hyderabad,Jubilee Hills,2186,2,1,16,8,16,0,1,1,Semi-Furnished,12451489
Hyderabad,Gachibowli,1328,3,2,2,22,24,1,0,1,Semi-Furnished,7942698
Pune,Kothrud,1058,5,4,8,19,28,1,1,1,Semi-Furnished,9003886
Hyderabad,HITEC City,3574,2,2,7,22,26,1,1,0,Semi-Furnished,20972502
Chennai,T Nagar,2522,5,4,8,6,15,1,0,1,Semi-Furnished,14584543
Mumbai,Bandra,602,1,1,23,10,11,1,1,0,Unfurnished,5683506
Hyderabad,Kondapur,1796,4,4,16,22,27,1,1,0,Unfurnished,9462981
Hyderabad,Jubilee Hills,2057,2,1,23,7,14,0,0,1,Unfurnished,10266791
Pune,Wakad,615,4,4,7,10,14,1,0,1,Unfurnished,5643610
Chennai,OMR,1358,1,1,20,13,18,1,0,0,Semi-Furnished,8218412
Mumbai,Bandra,3011,4,3,13,13,22,1,1,0,Semi-Furnished,27822211
Pune,Baner,603,2,1,21,3,9,1,1,0,Unfurnished,3766502
Pune,Baner,2806,2,3,15,19,25,1,0,0,Semi-Furnished,16852368
Delhi NCR,Faridabad,1831,3,3,17,8,10,1,0,1,Semi-Furnished,14640340
Chennai,Anna Nagar,3938,2,2,16,7,8,0,1,1,Unfurnished,23176883
Mumbai,Thane,1428,3,4,23,14,18,1,1,1,Unfurnished,14185623
Chennai,T Nagar,3357,5,6,6,26,29,1,1,1,Semi-Furnished,20904413
Mumbai,Kurla,3189,3,2,19,19,26,1,1,0,Unfurnished,31133803
Chennai,Adyar,1306,3,4,14,5,12,1,0,1,Semi-Furnished,8065527
Pune,Baner,3570,1,1,6,24,30,1,0,0,Unfurnished,21991094
Pune,Viman Nagar,3873,3,2,1,15,20,0,0,0,Fully Furnished,26761771
Bangalore,Hebbal,1059,3,2,1,15,18,1,1,1,Unfurnished,6032996
Hyderabad,Kondapur,2574,4,4,6,28,32,1,1,1,Semi-Furnished,15237823
Delhi NCR,Faridabad,3055,2,2,18,13,18,0,1,0,Fully Furnished,22376845
Chennai,T Nagar,1026,3,2,5,27,31,1,1,0,Semi-Furnished,7611178
Delhi NCR,Dwarka,3322,2,3,11,29,32,0,1,1,Unfurnished,26579577
Bangalore,Whitefield,3936,2,2,14,14,16,1,0,1,Unfurnished,18730818
Hyderabad,Kondapur,1452,2,2,12,21,26,0,0,0,Semi-Furnished,8546580
Chennai,OMR,797,2,3,6,26,28,1,1,0,Semi-Furnished,5632344
Mumbai,Kurla,1276,2,2,6,20,22,1,1,0,Fully Furnished,13305698
Hyderabad,Jubilee Hills,860,1,2,14,11,13,1,1,1,Semi-Furnished,4938187
Pune,Viman Nagar,1003,4,5,3,22,24,1,0,1,Fully Furnished,8851079
Bangalore,HSR Layout,2476,1,1,2,17,25,0,1,0,Semi-Furnished,13532950
Hyderabad,Kondapur,3135,4,5,0,23,30,0,1,0,Semi-Furnished,19353203
Hyderabad,HITEC City,2577,2,3,6,10,19,1,1,1,Semi-Furnished,14529042
Pune,Baner,1962,1,1,8,6,9,1,0,0,Fully Furnished,12246310
Chennai,Velachery,3911,3,2,0,5,6,1,0,1,Unfurnished,23297942
Mumbai,Bandra,2673,3,3,4,2,8,0,0,0,Unfurnished,24269615
Pune,Wakad,1095,3,4,14,8,17,0,1,1,Fully Furnished,7799347
Mumbai,Bandra,2089,3,3,3,14,15,1,1,0,Semi-Furnished,21622569
Chennai,Velachery,1889,2,2,9,1,2,0,1,0,Semi-Furnished,10261108
Hyderabad,Kondapur,2375,3,2,1,3,7,0,1,0,Unfurnished,12678429
Mumbai,Kurla,762,3,4,22,1,2,0,0,1,Semi-Furnished,7828212
Bangalore,Koramangala,3483,2,2,6,5,14,1,0,0,Semi-Furnished,18715394
Bangalore,HSR Layout,3419,4,4,23,11,17,1,0,0,Fully Furnished,16002189
Pune,Kothrud,3793,3,2,18,6,11,0,1,0,Semi-Furnished,23444051
Chennai,Velachery,2363,2,1,5,8,13,1,0,0,Semi-Furnished,14068364
Pune,Wakad,501,4,3,14,5,7,1,1,0,Unfurnished,3988773
Pune,Baner,2433,4,4,19,21,24,1,1,0,Fully Furnished,15905784
Delhi NCR,Noida Sector 62,893,3,4,11,4,11,1,1,1,Fully Furnished,8197061
Pune,Hinjewadi,805,2,1,10,25,29,1,1,0,Semi-Furnished,5915204
Delhi NCR,Noida Sector 62,1669,4,3,2,26,32,1,1,0,Semi-Furnished,14513285
Bangalore,Koramangala,1029,2,3,19,27,35,1,1,0,Semi-Furnished,6279759
Bangalore,Indiranagar,1027,1,1,16,25,26,1,1,0,Unfurnished,5824368
Pune,Wakad,3879,2,2,6,3,9,1,1,0,Semi-Furnished,23736460
Bangalore,Whitefield,1464,3,4,22,9,10,1,0,0,Unfurnished,8167551
Chennai,Adyar,1170,4,3,22,26,34,1,0,0,Semi-Furnished,7219970
Delhi NCR,Dwarka,3911,3,4,17,19,23,1,1,1,Semi-Furnished,28595186
Delhi NCR,Greater Noida,2899,5,5,16,3,8,1,1,0,Semi-Furnished,23049035
Pune,Hinjewadi,3357,1,1,15,4,6,1,0,1,Unfurnished,21553150
Bangalore,Koramangala,2756,1,1,24,16,19,1,0,0,Semi-Furnished,13748117
Mumbai,Powai,1457,3,2,1,17,24,1,0,1,Unfurnished,14680136
Delhi NCR,Gurugram,2752,5,6,4,2,9,0,0,1,Semi-Furnished,22269395
Pune,Kothrud,3172,3,3,20,22,30,1,1,0,Fully Furnished,22301594
Pune,Hinjewadi,2213,1,1,12,12,15,0,1,1,Semi-Furnished,15182586
Chennai,OMR,1220,2,3,10,28,30,0,0,0,Fully Furnished,7224173
Hyderabad,Gachibowli,1135,2,1,23,0,2,1,0,0,Unfurnished,5691353
Hyderabad,Kondapur,1538,2,2,0,18,24,0,1,1,Semi-Furnished,8612652
Delhi NCR,Dwarka,3405,1,1,22,22,24,1,1,0,Semi-Furnished,24922498
Chennai,Velachery,3999,4,3,2,21,25,1,0,1,Semi-Furnished,24033158
Chennai,OMR,3023,3,3,17,1,10,0,1,1,Semi-Furnished,17655771
Chennai,Anna Nagar,2845,3,2,20,3,6,0,1,1,Unfurnished,15498280
Delhi NCR,Noida Sector 62,1056,1,2,3,15,16,1,1,1,Semi-Furnished,8991289
Hyderabad,HITEC City,1617,1,1,8,15,17,0,1,1,Semi-Furnished,7956153
Chennai,T Nagar,2654,3,2,10,16,23,1,1,0,Unfurnished,16836816
Bangalore,Hebbal,3990,4,5,16,27,36,0,0,1,Semi-Furnished,21730802
Pune,Wakad,3849,3,3,10,20,29,1,0,0,Unfurnished,25366323
Pune,Baner,627,4,4,2,11,15,0,1,1,Semi-Furnished,5831593
Mumbai,Andheri,2493,4,3,18,1,9,1,1,1,Unfurnished,24887147
Mumbai,Thane,3006,1,1,19,29,30,1,1,0,Semi-Furnished,28917517
Delhi NCR,Greater Noida,537,2,3,22,23,29,1,0,1,Unfurnished,4267349
Delhi NCR,Dwarka,2132,3,4,20,9,17,1,1,0,Unfurnished,17134320
Pune,Baner,697,2,2,10,5,7,0,1,0,Unfurnished,5337057
Bangalore,Hebbal,2904,2,2,13,11,19,0,0,1,Semi-Furnished,15092312
